bottle,mean_vibration,is_cracked
269,-0.004277909069599985,0
486,-0.013269020157600023,0
487,0.0003535511042000046,0
488,-0.011117434750800001,0
489,0.04022316153740001,0
490,0.02588085220879999,0
491,-0.03007410008900001,0
492,0.010466232659799984,0
493,-0.014876120184799987,0
494,-0.0059993794440000026,0
495,0.0066135508894000095,0
496,-0.010688174275400005,0
497,0.007264943740000003,0
498,0.0075230774227999855,0
499,0.0038521715879999904,0
500,-0.011966950563600004,0
501,0.004915289539000007,0
502,-0.005655528197599992,0
503,0.017800526381800002,0
504,-0.01976225706800002,0
505,0.011013454712400004,0
506,-0.024515417252400015,0
507,0.006503672310399981,0
508,-0.001961762679600028,0
509,-0.005409908595600001,0
510,-0.0325297877676,0
511,0.0227876594598,1
512,0.0032524985375999797,0
513,-0.007849331547399994,0
514,-0.0028218570661999857,0
515,-0.01063383348260001,0
516,0.005694076717200005,0
517,-0.0012130141583999929,0
518,-0.02360094383499999,0
519,0.012257175868,0
520,-0.015152174399000008,0
521,0.0030493874752000032,0
522,0.0212214963172,0
523,0.007902018897800005,0
524,-0.012296824790400016,0
525,-0.015561896245399996,0
526,0.023293967377199996,0
527,0.0032787319668000025,1
528,-0.012412278601000021,0
529,-0.002826319423999994,0
530,0.0198531053882,0
531,-0.006755015684,0
532,0.012605665515400002,0
533,-0.0014072086809999967,0
534,0.0075680107184000036,0
535,0.015368647639999974,0
536,-0.02268830655820004,0
537,-0.010895570836600008,0
538,0.013152213076599983,0
539,0.006661497253799996,0
540,0.011774006002199987,0
541,0.01477875557159999,0
542,-0.01584819159940001,0
543,0.008801395016400012,0
544,0.0097384959176,0
545,-0.012465698223400015,0
546,-0.012709231411000001,0
547,-0.004135904872999987,0
548,0.006363586889,0
549,0.02204485900519999,0
550,-0.021091786399799993,0
551,-0.002388896692399985,0
552,0.018827250362999984,0
553,0.004880408150000008,0
554,-0.004964487628000008,0
555,-0.003752652800000032,0
556,0.02156016194219999,0
557,0.01034564261400001,0
558,-0.002499376736200009,0
559,0.01792452481399997,0
560,-0.016144903135800016,0
561,-0.011684708247799993,0
562,-0.010432621220999997,0
563,0.024238089985800005,0
564,0.023945340833399997,0
565,-0.004041482673400012,0
566,-0.026949924764800008,0
567,0.014375781301400015,0
568,0.006685457042999996,0
569,-0.00020430051199998012,0
570,0.0026247881436000124,0
571,-0.00791394556599999,0
572,0.0026549689367999854,0
573,-0.008301613492000015,0
574,0.01458642778759998,0
575,-0.007499720287000013,0
576,-0.022292131435399997,0
577,0.002339394052599996,0
578,0.004221384714999989,0
579,0.017079408172400005,0
580,-0.005960111971999985,0
581,-0.01375974671420002,0
582,-0.019094769264,0
583,-0.009119447563200015,0
584,-0.019974345239199963,0
585,-0.02789126256099998,0
586,0.011284007950199983,0
587,0.032306095427000005,0
588,0.008630160202000014,0
589,0.0024861636852000117,0
590,0.0026269063126000097,0
591,-0.0024242556963999995,0
592,-0.009626672067599996,0
593,0.0032026526520000063,0
594,0.0003722502881999894,0
595,-0.009914682359399993,0
596,0.012021609407000004,0
597,0.01617780458999998,0
598,-0.011494102546800002,0
599,-0.005669157761599996,0
600,-0.013267772401000008,0
601,-0.001968151287800012,0
602,0.003985098035199977,0
603,-0.005687728774000025,0
604,-0.02836024871500003,0
605,-0.010145318259199981,0
606,-0.024098185298600007,0
607,0.0080138654202,0
608,-0.024611749786400003,0
609,0.006956463866800021,0
610,0.004730168051000007,0
611,-0.01453997548320001,0
612,0.004918312752200009,0
613,-0.020473805523999987,0
614,0.0012714393238000153,0
615,-0.027943222970999996,0
616,0.006528794387800008,0
617,-0.014422369943800018,0
618,0.008691566494200017,0
619,0.02494833341640001,0
620,0.006933713736400001,0
621,0.0025873803911999945,0
622,0.001880291971200009,0
623,-0.011374334513600004,0
624,0.01362610901319999,0
625,-0.0071801318106000135,0
626,0.0052531440061999906,0
627,0.0032673873948,0
628,-0.017005707032,0
629,-0.023903843344400013,0
630,0.02958201722239999,0
631,-0.01874207892999996,0
632,-0.0055728943738000076,0
633,0.015907612273999987,0
634,0.018271389025999986,0
635,0.018499143129600003,0
636,0.0017659736196000075,0
637,-0.0214684880672,0
638,-0.002659673536800012,0
639,-0.009281390584600022,0
640,0.011770056619400017,0
641,7.823658420002921e-05,0
642,-0.013055715319600005,0
643,0.0147803780094,0
644,0.016766744948600008,0
645,-0.008879751833999994,0
646,0.02512585851219999,0
647,-0.0036709212690000255,0
648,0.0201022876152,0
649,-0.005928835518799985,0
650,-0.019417962796800012,0
651,0.018704994153199997,0
652,-0.017707371596800005,0
653,0.006010092830600009,0
654,0.02658827767240001,0
655,-0.01998275095760001,0
656,0.0025865113168000134,0
657,-0.023916843592200032,0
658,-0.0005025668697999972,0
659,-0.003110698331799995,0
660,0.004719867379200021,0
661,-0.010145161739999988,0
662,-0.0011009462079999857,0
663,-0.009791490578200022,0
664,0.00012240335300000638,0
665,-0.014385572607800007,0
666,-0.0011129727555999943,0
667,-0.009633237845400022,0
668,0.0320187951768,0
669,0.00532102853119999,1
670,0.013618074187800028,0
671,0.015123207229800002,0
672,-0.008565970271600006,0
673,-0.006926210246600004,0
674,0.006507956838399998,0
675,0.006321281704399993,0
676,-0.020121968229599985,0
677,-0.004404069797399977,0
678,0.025792610225799983,0
679,-0.008124922663800018,0
680,0.016396587777599995,0
681,0.008220587327000015,0
682,0.020792055391400003,0
683,-0.0065326303543999965,0
684,-0.0044582262425999775,0
685,-0.0029635735854000133,0
686,-0.0032498251178000215,0
687,0.011570202890399986,0
688,0.012496311637399999,0
689,0.00165249516420001,1
690,0.002320942639199995,0
691,-0.0033304638509999763,0
692,-0.029118467095600006,0
693,0.005683068569000003,0
694,-0.013755590578000017,0
695,0.027494057750800008,0
696,0.010939854768199997,0
697,-0.0017464616991999975,0
698,0.014095083328599987,0
699,0.01176935259200001,0
700,-0.014122632134000014,0
701,0.017142021250799996,0
702,-0.002075653458800007,0
703,0.0288510646884,0
704,-0.0064816998125999895,0
705,0.005133054385200001,0
706,-0.02635592619660001,0
707,0.00357175649160002,0
708,-0.00145180524480001,0
709,-0.02247326245879999,0
710,-0.007356866869799991,0
711,0.005070938809400012,0
712,0.012411164079599992,0
